현상,13
수정,11
변경,8
퀘스트,7
로스트,6
아크,6
상호작용,6
사용,6
단계,6
아이템,6
진행,6
안내,5
장비,5
성장,5
특정,5
출력,5
코코,5
경우,5
증표,5
티어,4
구매,4
추가,4
복귀,4
해당,4
획득,4
해적,4
아래,3
방법,3
선택,3
조건,3
캐릭터,3
일부,3
이름,3
것,3
던전,3
구간,3
보석,3
각인,3
원정,3
등장,3
수량,3
음수,3
마이너스,3
수치,3
방송,3
정기,2
점검,2
내용,2
플레이,2
개선,2
클릭,2
게임,2
패드,2
등록,2
이용,2
영웅,2
전설,2
등급,2
이상,2
재련,2
계승,2
레벨,2
상태,2
발생,2
페온,2
통해,2
지급,2
보유,2
항해,2
주화,2
환급,2
예정,2
학습,2
월드,2
이동,2
갱신,2
모험가,2
한해,2
대당,2
대지,2
파이어,2
상황,2
마하,2
라카,2
파라다이스,2
근처,2
조치,2
초과,2
적용,2
라이브,2
오후,2
공식,2
유튜브,2
종료,1
이후,1
업데이트,1
참고,1
시스템,1
편집,1
항목,1
