수정,84
현상,69
변경,47
캐릭터,42
사용,39
스킬,37
아바타,33
출력,31
각인,30
추가,29
퀘스트,29
적용,28
획득,26
상태,26
클래스,24
진행,23
아이템,22
일부,20
코코,19
경우,19
기존,18
전투,17
해당,17
소울이터,16
설정,16
시간,16
던전,16
이동,15
선택,14
지원,14
파티,14
아래,13
효과,13
통해,13
몬스터,13
길드,13
안내,12
상자,12
마하,12
라카,12
파라다이스,12
피해,12
특정,12
단계,12
위치,12
지급,11
등록,11
증가,11
영지,11
제작,10
실제,10
보상,10
이벤트,10
버튼,10
원정,10
공격대,10
펠릿,10
콘텐츠,9
개선,9
점핑,9
수령,9
확인,9
무기,9
쿠폰,9
최대,9
툴팁,9
포드,9
신규,8
사항,8
정보,8
관련,8
수량,8
레벨,8
아이콘,8
다른,8
일일,8
슬롯,8
생활,8
노출,8
정기,7
점검,7
이후,7
기능,7
익스,7
프레,7
보유,7
기준,7
보관,7
소지품,7
이상,7
등급,7
토벌,7
대륙,7
헤르,7
무트,7
착용,7
항해,7
악보,7
대상,7
간,7
