단계,146
아이템,143
레벨,141
티어,59
장비,38
변경,37
기존,29
업데이트,25
여름,24
교체,22
구간,21
각인,20
통합,16
예정,16
제작,16
재련,15
사용,15
안내,14
개편,13
조정,13
시점,13
등급,13
재료,12
타워,10
사항,9
보유,9
연구,9
적용,9
일부,8
시스템,8
획득,8
클리어,8
상자,8
이상,7
모험가,7
생활,7
지급,7
구성,6
신규,6
영웅,6
제거,6
채집,6
경우,6
보상,6
항해,6
아래,5
확장,5
유물,5
군단,5
오레,5
융화,5
층수,5
층계,5
개방,5
포함,5
주화,5
열쇠,5
통해,4
성장,4
장신구,4
무기,4
콘텐츠,4
완료,4
관련,4
해당,4
교환,4
분해,4
희귀,4
돌파,4
오브,4
고급,4
트리,4
시온,4
패스,4
방어,3
레시피,3
어빌리티,3
스톤,3
유지,3
상태,3
중인,3
보관,3
부위,3
명예,3
로스트,2
아크,2
참고,2
어비스,2
일괄,2
다른,2
대륙,2
능력,2
치가,2
처리,2
물품,2
조미료,2
기타,2
필요,2
최대,2
전설,2
