수정,42
현상,40
스킬,29
사용,18
아이템,17
출력,17
캐릭터,14
코코,14
전투,13
일부,13
변경,11
적용,10
특정,10
퀘스트,9
선택,9
획득,9
마하,9
라카,9
업데이트,8
지급,8
진행,8
경우,8
파라다이스,8
던전,8
조건,7
개방,7
추가,7
등장,7
안내,6
이벤트,6
상태,6
해당,6
장비,6
단계,5
레벨,5
대륙,5
완료,5
구매,5
비정상,5
익스,5
프레,5
기능,5
슬롯,5
표기,5
아바타,5
교환,5
원정,5
해적,5
보물상자,5
카드,5
툴팁,5
아크,4
이후,4
내용,4
점핑,4
패스,4
달성,4
위치,4
다른,4
슈퍼,4
통해,4
보상,4
게임,4
클래스,4
기존,4
정보,4
증표,4
이름,4
열쇠,4
보유,4
클리어,4
보석,4
로스트,3
아래,3
베른,3
남부,3
제거,3
포드,3
이동,3
범위,3
표시,3
데빌,3
헌터,3
기공사,3
실제,3
전사,3
탑승,3
부근,3
코콩,3
상점,3
품목,3
황금,3
고급,3
접속,3
어비스,3
현재,3
항해,3
협동,3
해역,3
일반,3
