카드,69
수정,62
변경,51
현상,50
전설,43
스킬,41
획득,40
추가,33
보상,33
진행,31
출력,28
아이템,25
레이드,24
던전,24
사용,24
단장,23
기존,23
적용,23
정기,22
익스트림,22
캐릭터,22
가디언,21
군단,21
횟수,20
일부,20
퀘스트,20
등장,19
마수,18
관문,18
상태,18
콘텐츠,17
카오스,17
이동,17
개선,16
클리어,16
일일,15
확률,15
전투,15
떠돌이,15
툴팁,15
운명,14
해당,14
선택,14
통해,14
경우,14
상인,14
편린,13
토벌,13
몬스터,13
점검,12
파견,12
위치,12
특정,12
사항,11
난이도,11
물품,11
제한,11
아바타,11
아래,10
입장,10
원정,10
초기,10
의지,10
수집,10
등급,10
조정,10
효과,10
전체,10
업데이트,9
단계,9
공격,9
도전,8
단위,8
다른,8
증가,8
방식,8
판매,8
월드,8
확인,8
아크,7
이후,7
내용,7
특수,7
레벨,7
위로,7
이상,7
지역,7
범위,7
대륙,7
대상,7
승선,7
거래,7
클래스,7
포드,7
적,7
안내,6
노말,6
하드,6
저장,6
지급,6
